name,playerID,gameID,season,week,team,teamID,opponent,opponentID,fieldGoalsMade1_19-fieldGoalAttempts1_19,fieldGoalsMade20_29-fieldGoalAttempts20_29,fieldGoalsMade30_39-fieldGoalAttempts30_39,fieldGoalsMade40_49-fieldGoalAttempts40_49,fieldGoalsMade50-fieldGoalAttempts50,longFieldGoalMade,fieldGoalPct,fieldGoalsMade-fieldGoalAttempts,fieldGoalsMadeYardsAverage,extraPointsMade-extraPointAttempts,totalKickingPoints
Mason Crosby,10636,301031020,2010,8,GB,9,NYJ,20,0-0,1-1,0-0,2-3,0-0,41,75.0,3-4,34,0-0,9
Mason Crosby,10636,310123003,2010,3,GB,9,CHI,3,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Mason Crosby,10636,301226009,2010,16,GB,9,NYG,19,0-0,0-0,1-1,0-0,0-0,31,100.0,1-1,31,6-6,9
Mason Crosby,10636,301212008,2010,14,GB,9,DET,8,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,0-0,3
Mason Crosby,10636,301107009,2010,9,GB,9,DAL,6,0-0,1-1,0-0,0-0,0-1,26,50.0,1-2,26,6-6,9
Mason Crosby,10636,301024009,2010,7,GB,9,MIN,16,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Mason Crosby,10636,301017009,2010,6,GB,9,MIA,15,0-0,1-1,0-0,1-1,0-0,46,100.0,2-2,36,2-2,8
Mason Crosby,10636,310102009,2010,17,GB,9,CHI,3,0-0,1-1,0-0,0-0,0-0,23,100.0,1-1,23,1-1,4
Mason Crosby,10636,301121016,2010,11,GB,9,MIN,16,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,4-4,7
Mason Crosby,10636,301219017,2010,15,GB,9,NE,17,1-1,0-0,1-1,0-0,0-0,31,100.0,2-2,25,3-3,9
Mason Crosby,10636,300912021,2010,1,GB,9,PHI,21,0-0,0-0,0-0,1-1,1-1,56,100.0,2-2,52,3-3,9
Mason Crosby,10636,300919009,2010,2,GB,9,BUF,2,0-0,1-1,0-0,1-1,0-0,44,100.0,2-2,34,4-4,10
Mason Crosby,10636,291126008,2009,12,GB,9,DET,8,0-0,2-2,0-0,0-1,0-0,25,66.7,2-3,22,4-4,10
Mason Crosby,10636,291213003,2009,14,GB,9,CHI,3,0-0,1-1,1-1,0-1,0-0,33,66.7,2-3,30,1-1,7
Mason Crosby,10636,291108027,2009,9,GB,9,TB,27,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Mason Crosby,10636,291018009,2009,6,GB,9,DET,8,0-0,2-2,1-1,1-1,0-0,46,100.0,4-4,33,2-2,14
Mason Crosby,10636,290920009,2009,2,GB,9,CIN,4,0-0,0-0,0-0,1-1,0-1,45,50.0,1-2,45,3-3,6
Mason Crosby,10636,300103022,2009,17,GB,9,ARI,22,0-0,1-1,0-0,0-0,0-0,26,100.0,1-1,26,4-4,7
Mason Crosby,10636,291220023,2009,15,GB,9,PIT,23,0-0,0-0,0-1,0-0,0-0,0,0.0,0-1,-,4-4,4
Mason Crosby,10636,291227009,2009,16,GB,9,SEA,26,0-0,1-1,0-0,0-0,1-1,52,100.0,2-2,40,6-6,12
Mason Crosby,10636,291115009,2009,10,GB,9,DAL,6,0-0,0-0,0-0,1-1,0-1,48,50.0,1-2,48,2-2,5
Mason Crosby,10636,290927014,2009,3,GB,9,STL,14,0-0,1-1,1-1,1-1,0-0,48,100.0,3-3,37,3-4,12
Mason Crosby,10636,291122009,2009,11,GB,9,SF,25,0-0,3-3,0-0,0-0,0-0,27,100.0,3-3,26,3-3,12
Mason Crosby,10636,291025005,2009,7,GB,9,CLE,5,1-1,0-0,0-0,0-0,0-1,18,50.0,1-2,18,4-4,7
Mason Crosby,10636,291101009,2009,8,GB,9,MIN,16,0-0,1-1,1-1,0-0,0-1,37,66.7,2-3,32,2-2,8
Mason Crosby,10636,290913009,2009,1,GB,9,CHI,3,0-0,0-0,1-1,0-1,1-1,52,66.7,2-3,46,1-1,7
Mason Crosby,10636,300110022,2009,1,GB,9,ARI,22,0-0,1-1,0-0,0-0,0-1,20,50.0,1-2,20,6-6,9
Mason Crosby,10636,281130009,2008,13,GB,9,CAR,29,1-1,0-0,1-1,1-1,0-0,44,100.0,3-3,32,2-2,11
Mason Crosby,10636,280928027,2008,4,GB,9,TB,27,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Mason Crosby,10636,281207009,2008,14,GB,9,HOU,34,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Mason Crosby,10636,281019009,2008,7,GB,9,IND,11,0-0,1-1,1-2,0-0,0-0,31,66.7,2-3,30,4-4,10
Mason Crosby,10636,281109016,2008,10,GB,9,MIN,16,0-0,0-0,0-0,2-2,0-1,47,66.7,2-3,44,3-3,9
Mason Crosby,10636,281214030,2008,15,GB,9,JAX,30,0-0,2-2,1-1,0-0,0-0,38,100.0,3-3,28,1-1,10
Mason Crosby,10636,281102010,2008,9,GB,9,TEN,10,0-0,2-2,1-1,0-0,0-0,38,100.0,3-3,29,1-1,10
Mason Crosby,10636,281012026,2008,6,GB,9,SEA,26,0-0,1-1,0-0,0-0,1-1,51,100.0,2-2,40,3-3,9
Mason Crosby,10636,280921009,2008,3,GB,9,DAL,6,0-0,0-0,3-3,0-0,0-0,38,100.0,3-3,36,1-1,10
Mason Crosby,10636,281228009,2008,17,GB,9,DET,8,0-0,0-0,1-1,0-0,0-1,36,50.0,1-2,36,4-4,7
Mason Crosby,10636,281116009,2008,11,GB,9,CHI,3,0-0,0-0,1-1,1-1,1-1,53,100.0,3-3,44,4-4,13
Mason Crosby,10636,281005009,2008,5,GB,9,ATL,1,0-0,0-0,0-0,0-0,1-2,50,50.0,1-2,50,3-3,6
Mason Crosby,10636,280914008,2008,2,GB,9,DET,8,0-0,1-1,1-1,0-0,0-0,39,100.0,2-2,32,6-6,12
Mason Crosby,10636,271104012,2007,9,GB,9,KC,12,0-0,0-0,2-2,2-2,0-1,48,80.0,4-5,40,3-3,15
Mason Crosby,10636,271129006,2007,13,GB,9,DAL,6,0-0,0-0,0-0,1-1,1-1,52,100.0,2-2,50,3-3,9
Mason Crosby,10636,271111009,2007,10,GB,9,MIN,16,0-0,1-1,1-1,0-0,0-0,39,100.0,2-2,32,4-4,10
Mason Crosby,10636,280112009,2007,2,GB,9,SEA,26,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,6-6,6
Mason Crosby,10636,271216014,2007,15,GB,9,STL,14,0-0,1-1,0-0,2-2,1-1,50,100.0,4-4,41,3-3,15
Mason Crosby,10636,280120009,2007,3,GB,9,NYG,19,0-0,0-0,2-2,0-0,0-0,37,100.0,2-2,36,2-2,8
Mason Crosby,10636,271209009,2007,14,GB,9,OAK,13,0-0,0-0,0-0,1-2,0-1,44,33.3,1-3,44,5-5,8
Mason Crosby,10636,270923009,2007,3,GB,9,SD,24,0-0,1-1,0-0,0-0,0-0,28,100.0,1-1,28,4-4,7
Mason Crosby,10636,270909009,2007,1,GB,9,PHI,21,0-0,0-0,1-1,1-1,1-1,53,100.0,3-3,44,1-1,10
Mason Crosby,10636,271230009,2007,17,GB,9,DET,8,0-0,0-0,2-2,0-0,0-0,35,100.0,2-2,34,4-4,10
Mason Crosby,10636,271014009,2007,6,GB,9,WSH,28,0-0,0-0,1-2,0-1,0-0,37,33.3,1-3,37,2-2,5
Mason Crosby,10636,271118009,2007,11,GB,9,CAR,29,0-0,0-0,0-0,1-3,0-0,47,33.3,1-3,47,4-4,7
Mason Crosby,10636,271223003,2007,16,GB,9,CHI,3,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Mason Crosby,10636,271122008,2007,12,GB,9,DET,8,0-0,3-3,0-0,0-0,0-0,26,100.0,3-3,22,4-4,13
Mason Crosby,10636,271007009,2007,5,GB,9,CHI,3,0-0,0-0,2-2,0-0,0-0,37,100.0,2-2,37,2-2,8
Mason Crosby,10636,270930016,2007,4,GB,9,MIN,16,0-0,1-1,1-1,1-1,0-0,44,100.0,3-3,35,2-2,11
Mason Crosby,10636,270916019,2007,2,GB,9,NYG,19,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,5-5,5
Cameron Dicker,4362081,401437854,2022,11,LAC,24,KC,12,0-0,1-1,0-0,1-1,0-0,46,100.0,2-2,34,3-3,9
Cameron Dicker,4362081,401437867,2022,12,LAC,24,ARI,22,0-0,1-1,0-0,0-0,0-0,26,100.0,1-1,26,2-2,5
Cameron Dicker,4362081,401437773,2022,5,PHI,21,ARI,22,0-0,1-1,0-0,1-1,0-0,42,100.0,2-2,32,2-2,8
Cameron Dicker,4362081,401437896,2022,14,LAC,24,MIA,15,0-0,1-1,2-2,0-0,0-0,33,100.0,3-3,31,2-2,11
Cameron Dicker,4362081,401437885,2022,13,LAC,24,LV,13,0-0,0-0,2-2,0-0,0-1,37,67.0,2-3,36,2-2,8
Cameron Dicker,4362081,401437842,2022,10,LAC,24,SF,25,0-0,1-1,0-0,2-2,0-0,47,100.0,3-3,37,1-1,10
Cameron Dicker,4362081,401437820,2022,9,LAC,24,ATL,1,0-0,0-0,2-2,0-0,0-0,37,100.0,2-2,34,2-2,8
Dominik Eberle,3932960,401437752,2022,4,DET,8,SEA,26,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,2-4,5
Dominik Eberle,3932960,401326559,2021,16,HOU,34,LAC,24,0-0,1-1,0-0,0-0,1-2,51,67.0,2-3,38,5-5,11
Jake Elliott,3050478,401437843,2022,10,PHI,21,WSH,28,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Jake Elliott,3050478,401437789,2022,6,PHI,21,DAL,6,0-0,0-0,1-1,0-0,1-1,51,100.0,2-2,42,2-2,8
Jake Elliott,3050478,401437756,2022,4,PHI,21,JAX,30,0-0,1-1,0-0,0-0,0-0,28,100.0,1-1,71,2-3,5
Jake Elliott,3050478,401436832,2022,2,PHI,21,MIN,16,0-0,0-0,1-1,0-1,0-0,38,50.0,1-2,38,3-3,6
Jake Elliott,3050478,401437812,2022,8,PHI,21,PIT,23,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-5,5
Jake Elliott,3050478,401437648,2022,1,PHI,21,DET,8,0-0,1-1,0-0,0-0,0-0,23,100.0,1-1,23,5-5,8
Jake Elliott,3050478,401437742,2022,3,PHI,21,WSH,28,0-0,0-0,1-1,0-0,0-0,32,100.0,1-1,32,3-3,6
Jake Elliott,3050478,401437819,2022,9,PHI,21,HOU,34,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,3-3,3
Jake Elliott,3050478,401437881,2022,13,PHI,21,TEN,10,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-5,5
Jake Elliott,3050478,401437893,2022,14,PHI,21,NYG,19,0-0,1-1,1-1,0-0,0-0,39,100.0,2-2,34,6-6,12
Jake Elliott,3050478,401437871,2022,12,PHI,21,GB,9,0-0,0-0,1-1,0-0,1-1,54,100.0,2-2,42,4-5,10
Jake Elliott,3050478,401437849,2022,11,PHI,21,IND,11,0-0,1-1,0-0,0-0,0-0,22,100.0,1-1,22,2-2,5
Jake Elliott,3050478,401326630,2021,1,PHI,21,TB,27,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Jake Elliott,3050478,401326542,2021,15,PHI,21,WSH,28,0-0,1-1,1-1,0-0,0-0,37,100.0,2-2,28,3-3,9
Jake Elliott,3050478,401326487,2021,11,PHI,21,NO,18,0-0,0-0,2-2,1-1,1-1,50,100.0,4-4,42,4-4,16
Jake Elliott,3050478,401326410,2021,6,PHI,21,TB,27,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,2-2,2
Jake Elliott,3050478,401326388,2021,4,PHI,21,KC,12,0-0,2-2,1-1,0-0,0-0,31,100.0,3-3,36,3-3,12
Jake Elliott,3050478,401326355,2021,2,PHI,21,SF,25,0-0,0-0,0-0,1-1,0-0,45,50.0,1-2,45,0-0,3
Jake Elliott,3050478,401326563,2021,16,PHI,21,NYG,19,0-0,1-1,1-1,0-1,0-0,37,67.0,2-3,30,4-4,10
Jake Elliott,3050478,401326475,2021,10,PHI,21,DEN,7,0-0,1-1,1-1,0-0,1-1,52,100.0,3-3,35,3-3,12
Jake Elliott,3050478,401326431,2021,7,PHI,21,LV,13,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Jake Elliott,3050478,401326378,2021,3,PHI,21,DAL,6,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Jake Elliott,3050478,401326315,2021,1,PHI,21,ATL,1,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,3-3,6
Jake Elliott,3050478,401326578,2021,17,PHI,21,WSH,28,0-0,0-0,0-0,2-2,0-0,42,100.0,2-2,42,2-2,8
Jake Elliott,3050478,401326503,2021,12,PHI,21,NYG,19,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Jake Elliott,3050478,401326517,2021,13,PHI,21,NYJ,20,0-0,0-0,2-2,2-2,0-0,46,100.0,4-4,38,3-3,15
Jake Elliott,3050478,401326637,2021,4,NFC,32,AFC,31,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Jake Elliott,3050478,401326460,2021,9,PHI,21,LAC,24,0-0,1-1,0-0,0-0,0-0,24,100.0,1-1,24,3-3,6
Jake Elliott,3050478,401326595,2021,18,PHI,21,DAL,6,0-0,0-0,1-1,1-1,0-0,40,100.0,2-2,39,2-2,8
Jake Elliott,3050478,401326441,2021,8,PHI,21,DET,8,0-0,1-1,0-0,2-2,0-0,43,100.0,3-3,52,5-5,14
Jake Elliott,3050478,401326396,2021,5,PHI,21,CAR,29,0-0,0-0,1-1,0-0,1-1,58,100.0,2-2,44,1-1,7
Jake Elliott,3050478,401220268,2020,1,PHI,21,WSH,28,0-0,0-0,1-1,0-0,0-1,38,50.0,1-2,38,2-2,5
Jake Elliott,3050478,401220355,2020,4,PHI,21,SF,25,0-0,0-0,1-1,0-0,0-0,35,100.0,1-1,35,2-2,5
Jake Elliott,3050478,401220259,2020,7,PHI,21,NYG,19,0-0,0-1,1-1,0-0,0-0,31,50.0,1-2,31,1-1,4
Jake Elliott,3050478,401220258,2020,8,PHI,21,DAL,6,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Jake Elliott,3050478,401220339,2020,15,PHI,21,ARI,22,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Jake Elliott,3050478,401220260,2020,17,PHI,21,WSH,28,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Jake Elliott,3050478,401220262,2020,12,PHI,21,SEA,26,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,0-1,3
Jake Elliott,3050478,401220251,2020,10,PHI,21,NYG,19,0-0,0-0,0-0,1-1,0-0,40,100.0,1-1,40,0-0,3
Jake Elliott,3050478,401220261,2020,2,PHI,21,LAR,14,0-0,0-0,2-2,0-0,0-0,38,100.0,2-2,36,1-1,7
Jake Elliott,3050478,401220297,2020,13,PHI,21,GB,9,0-0,0-0,0-0,0-0,1-1,52,100.0,1-1,52,1-2,4
Jake Elliott,3050478,401220264,2020,3,PHI,21,CIN,4,0-0,1-1,0-0,1-1,1-1,54,100.0,3-3,41,2-2,11
Jake Elliott,3050478,401220263,2020,6,PHI,21,BAL,33,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,0-0,0
Jake Elliott,3050478,401220175,2020,5,PHI,21,PIT,23,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,3-3,3
Jake Elliott,3050478,401220167,2020,11,PHI,21,CLE,5,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,2-2,5
Jake Elliott,3050478,401220243,2020,16,PHI,21,DAL,6,0-0,0-0,1-1,0-0,0-0,38,100.0,1-1,38,2-2,5
Jake Elliott,3050478,401220265,2020,14,PHI,21,NO,18,0-0,0-1,0-0,1-1,0-0,44,50.0,1-2,44,3-3,6
Jake Elliott,3050478,401128071,2019,15,PHI,21,WSH,28,0-0,1-1,0-0,0-0,0-0,25,100.0,1-1,25,4-4,7
Jake Elliott,3050478,401128082,2019,9,PHI,21,CHI,3,0-0,2-2,1-1,0-0,0-0,38,100.0,3-3,31,1-2,10
Jake Elliott,3050478,401128033,2019,17,PHI,21,NYG,19,0-0,0-0,1-1,0-0,1-1,50,100.0,2-2,40,4-4,10
Jake Elliott,3050478,401131039,2019,1,PHI,21,SEA,26,0-0,1-1,1-1,1-1,0-0,46,100.0,3-3,37,0-0,9
Jake Elliott,3050478,401128070,2019,13,PHI,21,MIA,15,0-0,0-0,1-1,2-3,0-0,48,75.0,3-4,43,2-2,11
Jake Elliott,3050478,401127968,2019,1,PHI,21,WSH,28,0-0,1-1,0-0,0-0,0-0,22,100.0,1-1,22,3-3,6
